S	SGEHEAPRUNMARKER	20	game
F	16	4	dwFlags
F	20	8	dwInMixbinPtrs
F	28	4	dwOutMixbinPtrs
S	_DSFILTERDESC	24	audio
F	0	4	dwMode
F	4	4	dwQCoefficient
F	8	16	adwCoefficients
S	_DS3DLISTENER	64	audio
F	0	4	dwSize
F	4	12	vPosition
F	16	12	vVelocity
F	28	12	vOrientFront
F	40	12	vOrientTop
F	52	4	flDistanceFactor
F	56	4	flRolloffFactor
F	60	4	flDopplerFactor
S	_DSBUFFERDESC	24	audio
F	0	4	dwSize
F	4	4	dwFlags
F	8	4	dwBufferBytes
F	12	4	lpwfxFormat
F	16	4	lpMixBins
F	20	4	dwInputMixBin
S	IDirectSound	1	audio
S	IDirectSoundBuffer	1	audio
S	AUDIO_ALLOC_MEMORY	16	audio
F	0	4	uSize
F	4	4	uAlignMask
F	8	4	pLinearAddress
F	12	4	uRef
S	AUDIO_FREE_MEMORY	8	audio
F	0	4	pLinearAddress
F	4	4	uRef
S	AUDIO_INIT_DEVICE	28	audio
F	0	4	pResList
F	4	1	uRevisionID
F	5	3	__align0
F	8	4	pDevObj
F	16	4	pServiceContext
F	20	4	IntrMask
F	24	4	uDeviceRef
S	CODEC_AUDIO_CREATE	8	audio
F	0	4	pioBaseMixer
F	4	4	pioBaseAci
S	AudioDec	92	audio
F	0	4	state
F	4	32	sshd
F	36	8	ssbd
F	44	4	hdrCount
F	48	4	data
F	52	4	put
F	56	4	count
F	60	4	size
F	64	4	totalBytes
F	68	4	iopBuff
F	72	4	iopBuffSize
F	76	4	iopLastPos
F	80	4	iopPausePos
F	84	4	totalBytesSent
F	88	4	iopZero
S	AUDIO_SLIDER	24	audio
F	0	4	vol
F	4	4	left
F	8	4	bar_gray
F	12	4	bar_pink
F	16	4	marker
F	20	4	right
S	_PLAY_AUDIO	10	audio
F	0	1	OperationCode
F	1	1	Reserved1
F	1	1	LogicalUnitNumber
F	2	4	StartingBlockAddress
F	6	1	Reserved2
F	7	2	PlayLength
F	9	1	Control
S	_PLAY_AUDIO_MSF	10	audio
F	0	1	OperationCode
F	1	1	Reserved1
F	1	1	LogicalUnitNumber
F	2	1	Reserved2
F	3	1	StartingM
F	4	1	StartingS
F	5	1	StartingF
F	6	1	EndingM
F	7	1	EndingS
F	8	1	EndingF
F	9	1	Control
S	CAudioObject	1072	audio
F	0	4	m_qstQuantStep
F	4	4	m_iPacketCurr
F	8	4	m_cBitPackedFrameSize
F	12	4	m_cBitPacketHeader
F	16	4	m_cdwPacketHeader
F	20	4	m_cBitPacketHeaderFractionDw
F	24	4	m_cBitPacketLength
F	28	4	m_cRunOfZeros
F	32	2	m_iLevel
F	34	2	__align0
F	36	4	m_iSign
F	40	4	m_iHighCutOffCurr
F	44	4	m_iNextBarkIndex
F	48	4	m_fNoiseSub
F	52	4	m_fltBitsPerSample
F	56	4	m_fltWeightedBitsPerSample
F	60	4	m_iMaxEscSize
F	64	4	m_iMaxEscLevel
F	68	4	m_iVersion
F	72	4	m_codecStatus
F	76	4	m_fSeekAdjustment
F	80	4	m_fPacketLossAdj
F	84	4	m_iSamplingRate
F	88	2	m_cChannel
F	90	2	__align1
F	92	4	m_nBytePerSample
F	96	4	m_cSubband
F	100	4	m_fAllowSuperFrame
F	104	4	m_fAllowSubFrame
F	108	4	m_fV5Lpc
F	112	4	m_iCurrSubFrame
F	116	2	m_iCurrReconCoef
F	118	2	__align2
F	120	4	m_fHeaderReset
F	124	4	m_iSubFrameSizeWithUpdate
F	128	4	m_iMaxSubFrameDiv
F	132	4	m_cMinSubFrameSample
F	136	4	m_cMinSubFrameSampleHalf
F	140	4	m_cMinSubFrameSampleQuad
F	144	4	m_cPossibleWinSize
F	148	4	m_iIncr
F	152	4	m_cSubFrameSample
F	156	4	m_cSubFrameSampleHalf
F	160	4	m_cSubFrameSampleQuad
F	164	208	m_subfrmconfigPrev
F	372	208	m_subfrmconfigCurr
F	580	208	m_subfrmconfigNext
F	788	4	m_cBitsSubbandMax
F	792	4	m_cFrameSample
F	796	4	m_cFrameSampleHalf
F	800	4	m_cFrameSampleQuad
F	804	4	m_cLowCutOff
F	808	4	m_cHighCutOff
F	812	4	m_cLowCutOffLong
F	816	4	m_cHighCutOffLong
F	820	4	m_iWeightingMode
F	824	4	m_stereoMode
F	828	4	m_iEntropyMode
F	832	4	m_fltDitherLevel
F	836	4	m_iQuantStepSize
F	840	4	m_fltFlatenFactor
F	844	4	m_fltDctScale
F	848	4	m_cValidBarkBand
F	852	4	m_rgiBarkIndex
F	856	4	m_fltSinRampUpStart
F	860	4	m_fltCosRampUpStart
F	864	4	m_fltSinRampUpPrior
F	868	4	m_fltCosRampUpPrior
F	872	4	m_fltSinRampUpStep
F	876	4	m_fltSinRampDownStart
F	880	4	m_fltCosRampDownStart
F	884	4	m_fltSinRampDownPrior
F	888	4	m_fltCosRampDownPrior
F	892	4	m_fltSinRampDownStep
F	896	4	m_iSizePrev
F	900	4	m_iSizeCurr
F	904	4	m_iSizeNext
F	908	4	m_iCoefRecurQ1
F	912	4	m_iCoefRecurQ2
F	916	4	m_iCoefRecurQ3
F	920	4	m_iCoefRecurQ4
F	924	4	m_rgiCoefQ
F	928	4	m_rgpcinfo
F	932	4	m_rgiCoefReconOrig
F	936	4	m_rgiMaskQ
F	940	4	m_rgcValidBarkBand
F	944	4	m_rgiBarkIndexOrig
F	948	4	m_piPrevOutput
F	952	4	m_iDiscardSilence
F	956	4	m_fltFirstNoiseFreq
F	960	4	m_iFirstNoiseBand
F	964	4	m_iFirstNoiseIndex
F	968	4	m_iNoisePeakIgnoreBand
F	972	4	m_rgiFirstNoiseBand
F	976	4	m_rgbBandNotCoded
F	980	4	m_rgffltSqrtBWRatio
F	984	4	m_rgiNoisePower
F	988	4	m_rgfltBandWeight
F	992	4	m_rgfltWeightFactor
F	996	4	m_rguiWeightFactor
F	1000	4	m_iFrameNumber
F	1032	8	m_tRandState
F	1040	4	m_piSinForRecon2048
F	1044	4	m_piSinForRecon1024
F	1048	4	m_piSinForRecon512
F	1052	4	m_piSinForRecon256
F	1056	4	m_piSinForRecon128
F	1060	4	m_piSinForRecon64
F	1064	4	m_piSinForRecon
F	1068	4	m_piSinForSaveHistory
S	CAudioObjectDecoder	160	audio
F	0	4	pau
F	4	4	m_fPacketLoss
F	8	2	m_cFrmInPacket
F	10	2	__align0
F	12	4	m_pbSrcCurr
F	16	2	m_cbSrcCurrLength
F	18	2	__align1
F	20	4	m_decsts
F	24	4	m_subfrmdecsts
F	28	4	m_hdrdecsts
F	32	4	m_rlsts
F	36	2	m_iChannel
F	38	2	m_iBand
F	40	4	m_fNoMoreData
F	44	4	m_fLastSubFrame
F	48	56	m_ibstrm
F	104	4	m_rgiRunEntry44ssQb
F	108	4	m_rgiLevelEntry44ssQb
F	112	4	m_rgiRunEntry44smQb
F	116	4	m_rgiLevelEntry44smQb
F	120	4	m_rgiRunEntry44ssOb
F	124	4	m_rgiLevelEntry44ssOb
F	128	4	m_rgiRunEntry44smOb
F	132	4	m_rgiLevelEntry44smOb
F	136	4	m_rgiRunEntry16ssOb
F	140	4	m_rgiLevelEntry16ssOb
F	144	4	m_rgiRunEntry16smOb
F	148	4	m_rgiLevelEntry16smOb
S	tAudioStreamInfo	848	audio
F	0	2	nVersion
F	2	2	wFormatTag
F	4	4	nSamplesPerSec
F	8	4	nAvgBytesPerSec
F	12	4	nBlockAlign
F	16	2	nChannels
F	18	2	__align0
F	20	4	nSamplesPerBlock
F	24	2	nEncodeOpt
F	26	2	__align1
F	28	4	nBitsPerSample
F	32	2	wValidBitsPerSample
F	34	2	__align2
F	36	4	dwChannelMask
F	40	16	SubFormat
F	56	2	wOriginalBitDepth
F	58	2	wStreamId
F	60	4	cbAudioSize
F	64	4	hMSA
F	68	4	bTobeDecoded
F	72	4	bIsDecodable
F	76	4	bWantOutput
F	80	4	wmar
F	84	4	bTimeToChange
F	88	4	bTimeToChangex
F	92	4	bFirstTime
F	96	512	bAudioBuffer
F	608	4	pbAudioBuffer
F	612	4	dwFrameSize
F	616	4	dwAudioBufSize
F	620	4	dwAudioBufCurOffset
F	624	4	cbNbFramesAudBuf
F	628	4	dwAudioBufDecoded
F	632	4	dwAudioPayloadSize
F	636	1	bBlockStart
F	637	3	__align3
F	640	4	dwBlockLeft
F	644	4	dwPayloadLeft
F	648	4	dwAudPayloadPresTime
F	652	4	__align4
F	656	8	dwAudioTimeStamp
F	664	4	pStoreFrameStartPointer
F	668	4	pStoreNextFrameStartPointer
F	672	4	pDecodeFrameStartPointer
F	676	4	pDecodeNextFrameStartPointer
F	680	4	bBufferIncreased
F	684	4	bStopReading
F	688	4	bGotCompOutput
F	692	4	bOutputisReady
F	696	8	cbPacketOffset
F	704	8	cbCurrentPacketOffset
F	712	8	cbNextPacketOffset
F	720	66	ppex
F	786	39	payload
F	825	3	__align5
F	828	4	iPayload
F	832	2	wPayStart
F	834	2	__align6
F	836	4	dwPayloadOffset
F	840	4	parse_state
F	844	4	bPayloadGiven
S	strAudioStreamInfo_WMC	32	audio
F	0	2	u16FormatTag
F	2	2	__align0
F	4	4	u32BitsPerSecond
F	8	2	u16BitsPerSample
F	10	2	u16SamplesPerSecond
F	12	2	u16NumChannels
F	14	2	__align1
F	16	4	u32BlockSize
F	20	2	u16ValidBitsPerSample
F	22	2	__align2
F	24	4	u32ChannelMask
F	28	2	u16StreamId
S	tAsfXAcmAudioErrorMaskingData	8	audio
F	0	1	span
F	1	2	virtualPacketLen
F	3	2	virtualChunkLen
F	5	2	silenceLen
F	7	1	silence
S	audio_data	60	audio
F	0	16	bank
F	16	2	entersnd
F	18	2	hitsnd
F	20	4	namesnd
F	24	16	stream
F	40	2	nareas
F	42	2	stereo
F	44	16	nparts
S	sound_data	24	audio
F	0	16	desc
F	16	4	idx
F	20	2	vol
F	22	2	pri
S	sounddata	20	audio
F	0	4	radius
F	4	4	sound
F	8	4	parent
F	12	2	musicarea
F	14	2	active
F	16	2	fade
F	18	2	flags
S	soundinfo	12	audio
F	0	4	radius
F	4	4	musicarea
F	8	2	fade
F	10	2	flags
S	s_audsound	28	audio
F	0	16	name
F	16	4	idx
F	20	4	len
F	24	4	time
S	audiotrackdata	20	audio
F	0	4	idx
F	4	4	pri
F	8	4	endtime
F	12	4	pos
F	16	4	tid
S	sceSifCmdSRData	24	ps2
F	0	16	chdr
F	16	4	rno
F	20	4	value
S	sceCdRMode	4	ps2
F	0	1	trycount
F	1	1	spindlctrl
F	2	1	datapattern
F	3	1	pad
S	sceGsDBuff	544	ps2
F	0	80	disp
F	80	16	giftag0
F	96	128	draw0
F	224	88	clear0
F	312	16	giftag1
F	328	128	draw1
F	456	88	clear1
S	sceGsLoadImage	96	ps2
F	0	16	giftag0
F	16	8	bitbltbuf
F	24	4	bitbltbufaddr
F	28	4	__align0
F	32	8	trxpos
F	40	4	trxposaddr
F	44	4	__align1
F	48	8	trxreg
F	56	4	trxregaddr
F	60	4	__align2
F	64	8	trxdir
F	72	4	trxdiraddr
F	76	4	__align3
F	80	16	giftag1
S	sceGifPacket	16	ps2
F	0	4	pCurrent
F	4	4	pBase
F	8	4	pDmaTag
F	12	4	pGifTag
S	sceGsDBuffDc	800	ps2
F	0	80	disp
F	80	16	giftag0
F	96	128	draw01
F	224	128	draw02
F	352	88	clear0
F	440	16	giftag1
F	456	128	draw11
F	584	128	draw12
F	712	88	clear1
S	sceGsDispEnv	40	ps2
F	0	8	pmode
F	8	8	smode2
F	16	8	dispfb
F	24	8	display
F	32	8	bgcolor
S	sceMcTblGetDir	64	ps2
F	0	8	_Create
F	8	8	_Modify
F	16	4	FileSizeByte
F	20	2	AttrFile
F	22	2	Reserve1
F	24	4	Reserve2
F	28	4	PdaAplNo
F	32	32	EntryName
S	sceGsBitbltbuf	8	ps2
F	0	8	SBP
F	0	8	pad14
F	0	8	SBW
F	0	8	pad22
F	0	8	SPSM
F	0	8	pad30
F	0	8	DBP
F	0	8	pad46
F	0	8	DBW
F	0	8	pad54
F	0	8	DPSM
F	0	8	pad62
S	tGS_DISPLAY2	8	ps2
F	0	4	DX
F	0	4	DY
F	0	4	MAGH
F	0	4	MAGV
F	0	4	p0
F	4	4	DW
F	4	4	DH
F	4	4	p1
S	sceGsDrawEnv1	128	ps2
F	0	8	frame1
F	8	4	frame1addr
F	12	4	__align0
F	16	8	zbuf1
F	24	4	zbuf1addr
F	28	4	__align1
F	32	8	xyoffset1
F	40	4	xyoffset1addr
F	44	4	__align2
F	48	8	scissor1
F	56	4	scissor1addr
F	60	4	__align3
F	64	8	prmodecont
F	72	4	prmodecontaddr
F	76	4	__align4
F	80	8	colclamp
F	88	4	colclampaddr
F	92	4	__align5
F	96	8	dthe
F	104	4	dtheaddr
F	108	4	__align6
F	112	8	test1
F	120	4	test1addr
S	sceGsFrame	8	ps2
F	0	8	FBP
F	0	8	pad09
F	0	8	FBW
F	0	8	pad22
F	0	8	PSM
F	0	8	pad30
F	0	8	FBMSK
S	sceGsZbuf	8	ps2
F	0	8	ZBP
F	0	8	pad09
F	0	8	PSM
F	0	8	pad28
F	0	8	ZMSK
F	0	8	pad33
S	sceGsXyoffset	8	ps2
F	0	8	OFX
F	0	8	pad16
F	0	8	OFY
F	0	8	pad48
S	sceGsScissor	8	ps2
F	0	8	SCAX0
F	0	8	pad11
F	0	8	SCAX1
F	0	8	pad27
F	0	8	SCAY0
F	0	8	pad43
F	0	8	SCAY1
F	0	8	pad59
S	sceGsPrmodecont	8	ps2
F	0	8	AC
F	0	8	pad01
S	sceGsColclamp	8	ps2
F	0	8	CLAMP
F	0	8	pad01
S	sceGsDthe	8	ps2
F	0	8	DTHE
F	0	8	pad01
S	sceGsTest	8	ps2
F	0	8	ATE
F	0	8	ATST
F	0	8	AREF
F	0	8	AFAIL
F	0	8	DATE
F	0	8	DATM
F	0	8	ZTE
F	0	8	ZTST
F	0	8	pad19
S	sceGsTrxreg	8	ps2
F	0	8	RRW
F	0	8	pad12
F	0	8	RRH
F	0	8	pad44
S	tGS_PMODE	8	ps2
F	0	4	EN1
F	0	4	EN2
F	0	4	CRTMD
F	0	4	MMOD
F	0	4	AMOD
F	0	4	SLBG
F	0	4	ALP
F	0	4	p0
F	4	4	p1
S	tGS_SMODE2	8	ps2
F	0	4	INT
F	0	4	FFMD
F	0	4	DPMS
F	0	4	p0
F	4	4	p1
S	tGS_DISPFB2	8	ps2
F	0	4	FBP
F	0	4	FBW
F	0	4	PSM
F	0	4	p0
F	4	4	DBX
F	4	4	DBY
F	4	4	p1
S	tGS_BGCOLOR	8	ps2
F	0	4	R
F	0	4	G
F	0	4	B
F	0	4	p0
F	4	4	p1
S	sceGsAlphaEnv2	64	ps2
F	0	8	alpha2
F	8	4	alpha2addr
F	12	4	__align0
F	16	8	pabe
F	24	4	pabeaddr
F	28	4	__align1
F	32	8	texa
F	40	4	texaaddr
F	44	4	__align2
F	48	8	fba2
F	56	4	fba2addr
S	sceGsAlpha	8	ps2
F	0	8	A
F	0	8	B
F	0	8	C
F	0	8	D
F	0	8	pad8
F	0	8	FIX
F	0	8	pad40
S	sceGsPabe	8	ps2
F	0	8	PABE
F	0	8	pad01
S	sceGsTexa	8	ps2
F	0	8	TA0
F	0	8	pad08
F	0	8	AEM
F	0	8	pad16
F	0	8	TA1
F	0	8	pad40
S	sceGsFba	8	ps2
F	0	8	FBA
F	0	8	pad01
S	sceGsTrxpos	8	ps2
F	0	8	SSAX
F	0	8	pad11
F	0	8	SSAY
F	0	8	pad27
F	0	8	DSAX
F	0	8	pad43
F	0	8	DSAY
F	0	8	DIR
F	0	8	pad61
S	sceGsStoreImage	112	ps2
F	0	16	vifcode
F	16	16	giftag
F	32	8	bitbltbuf
F	40	4	bitbltbufaddr
F	44	4	__align0
F	48	8	trxpos
F	56	4	trxposaddr
F	60	4	__align1
F	64	8	trxreg
F	72	4	trxregaddr
F	76	4	__align2
F	80	8	finish
F	88	4	finishaddr
F	92	4	__align3
F	96	8	trxdir
F	104	4	trxdiraddr
S	sceGifTag	16	ps2
F	0	8	NLOOP
F	0	8	EOP
F	0	8	pad16
F	0	8	id
F	0	8	PRE
F	0	8	PRIM
F	0	8	FLG
F	0	8	NREG
F	8	8	REGS0
F	8	8	REGS1
F	8	8	REGS2
F	8	8	REGS3
F	8	8	REGS4
F	8	8	REGS5
F	8	8	REGS6
F	8	8	REGS7
F	8	8	REGS8
F	8	8	REGS9
F	8	8	REGS10
F	8	8	REGS11
F	8	8	REGS12
F	8	8	REGS13
F	8	8	REGS14
F	8	8	REGS15
S	sceGsFinish	8	ps2
F	0	8	pad00
S	sceGsTrxdir	8	ps2
F	0	8	XDR
F	0	8	pad02
S	sceGsAlphaEnv	64	ps2
F	0	8	alpha1
F	8	4	alpha1addr
F	12	4	__align0
F	16	8	pabe
F	24	4	pabeaddr
F	28	4	__align1
F	32	8	texa
F	40	4	texaaddr
F	44	4	__align2
F	48	8	fba1
F	56	4	fba1addr
S	sceGsTexEnv2	64	ps2
F	0	8	texflush
F	8	4	texflushaddr
F	12	4	__align0
F	16	8	tex12
F	24	4	tex12addr
F	28	4	__align1
F	32	8	tex02
F	40	4	tex02addr
F	44	4	__align2
F	48	8	clamp2
F	56	4	clamp2addr
S	sceGsTexflush	8	ps2
F	0	8	pad00
S	sceGsTex0	8	ps2
F	0	8	TBP0
F	0	8	TBW
F	0	8	PSM
F	0	8	TW
F	0	8	TH
F	0	8	TCC
F	0	8	TFX
F	0	8	CBP
F	0	8	CPSM
F	0	8	CSM
F	0	8	CSA
F	0	8	CLD
S	sceGsClamp	8	ps2
F	0	8	WMS
F	0	8	WMT
F	0	8	MINU
F	0	8	MAXU
F	0	8	MINV
F	0	8	MAXV
F	0	8	pad44
S	sceGsTexEnv	64	ps2
F	0	8	texflush
F	8	4	texflushaddr
F	12	4	__align0
F	16	8	tex11
F	24	4	tex11addr
F	28	4	__align1
F	32	8	tex01
F	40	4	tex01addr
F	44	4	__align2
F	48	8	clamp1
F	56	4	clamp1addr
S	sceGsDrawEnv2	128	ps2
F	0	8	frame2
F	8	4	frame2addr
F	12	4	__align0
F	16	8	zbuf2
F	24	4	zbuf2addr
F	28	4	__align1
F	32	8	xyoffset2
F	40	4	xyoffset2addr
F	44	4	__align2
F	48	8	scissor2
F	56	4	scissor2addr
F	60	4	__align3
F	64	8	prmodecont
F	72	4	prmodecontaddr
F	76	4	__align4
F	80	8	colclamp
F	88	4	colclampaddr
F	92	4	__align5
F	96	8	dthe
F	104	4	dtheaddr
F	108	4	__align6
F	112	8	test2
F	120	4	test2addr
S	sceGsClear	88	ps2
F	0	8	testa
F	8	4	testaaddr
F	12	4	__align0
F	16	8	prim
F	24	4	primaddr
F	28	8	rgbaq
F	36	4	rgbaqaddr
F	40	8	xyz2a
F	48	4	xyz2aaddr
F	52	4	__align1
F	56	8	xyz2b
F	64	4	xyz2baddr
F	68	4	__align2
F	72	8	testb
F	80	4	testbaddr
S	sceGsPrim	8	ps2
F	0	8	PRIM
F	0	8	IIP
F	0	8	TME
F	0	8	FGE
F	0	8	ABE
F	0	8	AA1
F	0	8	FST
F	0	8	CTXT
F	0	8	FIX
F	0	8	pad11
S	sceGsRgbaq	8	ps2
F	0	4	R
F	0	4	G
F	0	4	B
F	0	4	A
F	4	4	Q
S	sceGsXyz	8	ps2
F	0	8	X
F	0	8	Y
F	0	8	Z
S	sceExecData	16	ps2
F	0	4	epc
F	4	4	gp
F	8	4	sp
F	12	4	dummy
S	sce_stat	64	ps2
F	0	4	st_mode
F	4	4	st_attr
F	8	4	st_size
F	12	8	st_ctime
F	20	8	st_atime
F	28	8	st_mtime
F	36	4	st_hisize
F	40	24	st_private
S	sce_dirent	324	ps2
F	0	64	d_stat
F	64	256	d_name
F	320	4	d_private
S	sceVif1Packet	32	ps2
F	0	4	pCurrent
F	4	4	pBase
F	8	4	pDmaTag
F	12	4	pVifCode
F	16	4	numlen
F	20	4	pGifTag
F	24	4	pad12
F	28	4	pad13
S	sceDevGifCnd	24	ps2
F	0	4	tag
F	4	4	stat
F	8	4	count
F	12	4	p3count
F	16	4	p3tag
F	20	4	pad
S	sceDmaChan	144	ps2
F	0	4	chcr
F	4	12	p0
F	16	4	madr
F	20	12	p1
F	32	4	qwc
F	36	12	p2
F	48	4	tadr
F	52	12	p3
F	64	4	as0
F	68	12	p4
F	80	4	as1
F	84	12	p5
F	96	16	p6
F	112	16	p7
F	128	4	sadr
F	132	12	p8
S	sceDevVif1Cnd	68	ps2
F	0	16	row
F	16	16	col
F	32	4	mask
F	36	4	code
F	40	4	stat
F	44	2	itop
F	46	2	itops
F	48	2	base
F	50	2	offset
F	52	2	top
F	54	2	tops
F	56	2	mark
F	58	2	num
F	60	1	error
F	61	1	cl
F	62	1	wl
F	63	1	cmod
F	64	1	pad
S	sceDevVif0Cnd	60	ps2
F	0	16	row
F	16	16	col
F	32	4	mask
F	36	4	code
F	40	4	stat
F	44	2	itop
F	46	2	itops
F	48	2	mark
F	50	2	num
F	52	1	error
F	53	1	cl
F	54	1	wl
F	55	1	cmod
F	56	1	pad
S	sceDevVu1Cnd	188	ps2
F	0	128	vf
F	128	4	status
F	132	4	mac
F	136	4	clipping
F	140	4	r
F	144	4	i
F	148	4	q
F	152	4	p
F	156	32	vi
S	sceDevVu0Cnd	184	ps2
F	0	128	vf
F	128	4	status
F	132	4	mac
F	136	4	clipping
F	140	4	r
F	144	4	i
F	148	4	q
F	152	32	vi
S	sceVif0Packet	32	ps2
F	0	4	pCurrent
F	4	4	pBase
F	8	4	pDmaTag
F	12	4	pVifCode
F	16	4	numlen
F	20	4	pad11
F	24	4	pad12
F	28	4	pad13
S	sceDmaEnv	20	ps2
F	0	1	sts
F	1	1	std
F	2	1	mfd
F	3	1	rcycle
F	4	2	express
F	6	2	notify
F	8	2	sqwc
F	10	2	tqwc
F	12	4	rbadr
F	16	4	rbmsk
S	sceSifCmdHdr	16	ps2
F	0	4	psize
F	0	4	dsize
F	4	4	daddr
F	8	4	fcode
F	12	4	opt
S	sceSifCmdData	8	ps2
F	4	4	data
S	sceCdCLOCK	8	ps2
F	0	1	stat
F	1	1	second
F	2	1	minute
F	3	1	hour
F	4	1	pad
F	5	1	day
F	6	1	month
F	7	1	year
S	sceCdlFILE	36	ps2
F	0	4	lsn
F	4	4	size
F	8	16	name
F	24	8	date
F	32	4	flag
S	sceCdlLOCCD	4	ps2
F	0	1	minute
F	1	1	second
F	2	1	sector
F	3	1	track
S	sceMpeg	40	ps2
F	0	4	width
F	4	4	height
F	8	4	frameCount
F	12	4	pts
F	16	4	dts
F	20	4	flags
F	24	4	pts2nd
F	28	4	dts2nd
F	32	4	flags2nd
F	36	4	sys
S	sceIpuRGB32	1024	ps2
F	0	1024	pix
S	sceIpuRAW8	384	ps2
F	0	256	y
F	256	64	cb
F	320	64	cr
S	sceMpegCbData	24	ps2
F	0	4	type
F	0	8	error
F	0	12	ts
F	0	24	str
S	sceSdBatch	8	ps2
F	0	2	func
F	2	2	entry
F	4	4	value
S	sceSdEffectAttr	20	ps2
F	0	4	core
F	4	4	mode
F	8	2	depth_L
F	10	2	depth_R
F	12	4	delay
F	16	4	feedback
S	sceSifDmaData	16	ps2
F	0	4	data
F	4	4	addr
F	8	4	size
F	12	4	mode
S	sceMpegCbDataError	8	ps2
F	0	4	type
F	4	4	errMessage
S	sceMpegCbDataTimeStamp	12	ps2
F	0	4	type
F	4	4	pts
F	8	4	dts
S	sceMpegCbDataStr	24	ps2
F	0	4	type
F	4	4	header
F	8	4	data
F	12	4	len
F	16	4	pts
F	20	4	dts
S	SpuStreamHeader	32	ps2
F	0	4	id
F	4	4	size
F	8	4	type
F	12	4	rate
F	16	4	ch
F	20	4	interSize
F	24	4	loopStart
F	28	4	loopEnd
S	SpuStreamBody	8	ps2
F	0	4	id
F	4	4	size
S	sceGsTex1	8	ps2
F	0	8	LCM
F	0	8	pad01
F	0	8	MXL
F	0	8	MMAG
F	0	8	MMIN
F	0	8	MTBA
F	0	8	pad10
F	0	8	L
F	0	8	pad21
F	0	8	K
F	0	8	pad44
S	tGS_DISPFB1	8	ps2
F	0	4	FBP
F	0	4	FBW
F	0	4	PSM
F	0	4	p0
F	4	4	DBX
F	4	4	DBY
F	4	4	p1
S	sceIpuDmaEnv	36	ps2
F	0	4	d4madr
F	4	4	d4tadr
F	8	4	d4qwc
F	12	4	d4chcr
F	16	4	d3madr
F	20	4	d3qwc
F	24	4	d3chcr
F	28	4	ipubp
F	32	4	ipuctrl
S	tGS_DISPLAY1	8	ps2
F	0	4	DX
F	0	4	DY
F	0	4	MAGH
F	0	4	MAGV
F	0	4	p0
F	4	4	DW
F	4	4	DH
F	4	4	p1
S	_VECTOR4	16	math
F	0	4	x
F	4	4	y
F	8	4	z
F	12	4	w
S	CRYPTO_VECTOR	64	math
S	XGQUATERNION	16	math
F	0	4	x
F	4	4	y
F	8	4	z
F	12	4	w
S	XGVECTOR4	16	math
F	0	4	x
F	4	4	y
F	8	4	z
F	12	4	w
S	XGVECTOR2	8	math
F	0	4	x
F	4	4	y
S	_UNICODE_STRING	8	util
F	0	2	Length
F	2	2	MaximumLength
F	4	4	Buffer
S	_GUID	16	util
F	0	4	Data1
F	4	2	Data2
F	6	2	Data3
F	8	8	Data4
S	_STRING64	16	util
F	0	2	Length
F	2	2	MaximumLength
F	4	4	__align0
F	8	8	Buffer
S	_CPTABLEINFO	44	util
F	0	2	CodePage
F	2	2	MaximumCharacterSize
F	4	2	DefaultChar
F	6	2	UniDefaultChar
F	8	2	TransDefaultChar
F	10	2	TransUniDefaultChar
F	12	2	DBCSCodePage
F	14	12	LeadByte
F	26	2	__align0
F	28	4	MultiByteTable
F	32	4	WideCharTable
F	36	4	DBCSRanges
F	40	4	DBCSOffsets
S	_STRING	8	util
F	0	2	Length
F	2	2	MaximumLength
F	4	4	Buffer
S	_UNICODE_PREFIX_TABLE_ENTRY	28	util
F	0	2	NodeTypeCode
F	2	2	NameLength
F	4	4	NextPrefixTree
F	8	4	CaseMatch
F	12	12	Links
F	24	4	Prefix
S	_STRING32	8	util
F	0	2	Length
F	2	2	MaximumLength
F	4	4	Buffer
S	_UNICODE_PREFIX_TABLE	12	util
F	0	2	NodeTypeCode
F	2	2	NameLength
F	4	4	NextPrefixTree
F	8	4	LastNextEntry
S	_GUID_WMC	16	util
F	0	4	Data1
F	4	2	Data2
F	6	2	Data3
F	8	8	Data4
S	g3dhwtexture	8	graphics
F	0	4	mNext
F	4	4	mHWHandle
S	g3dtexturedescriptor	8	graphics
F	0	4	mFormat
F	4	2	mWidth
F	6	2	mHeight
S	nodeanim_s	24	graphics
F	0	4	startNodeRotKey
F	4	4	nNodeRotKeys
F	8	4	startNodePosKey
F	12	4	nNodePosKeys
F	16	4	startNodeSclKey
F	20	4	nNodeSclKeys
S	PBGLOBAL_TEXTURE	880	graphics
F	0	96	gs_load_image
F	96	96	gs_load_clut
F	192	576	gs_load_mipmaps
F	768	88	gs_tex_env
F	856	4	last_tex
F	860	4	mip_k
F	864	4	mip_l
F	868	4	mip_minfilter
F	872	4	mip_magfilter
S	PBGLOBAL_MODEL	340	graphics
F	0	4	count
F	4	336	info
S	MODELHEADER	160	graphics
F	0	32	DirName
F	32	32	ModelName
F	64	4	Version
F	68	4	romobj_cnt
F	72	4	romtex_cnt
F	76	4	objdef_cnt
F	80	4	texdef_cnt
F	84	4	romobjs
F	88	4	romtexs
F	92	4	objdefs
F	96	4	texdefs
F	100	4	subobjs
F	104	4	geom
F	108	4	obj_end
F	112	4	tex_start
F	116	4	tex_end
F	120	4	texbits
F	124	2	lmtex_first
F	126	2	lmtex_num
F	128	4	texinfo
F	132	28	Unused
S	tanimdata	48	graphics
F	0	16	tpyr
F	16	16	tpos
